hold_days,stop_loss_frac,entry_threshold,total_return_pct,sharpe,max_drawdown_pct,hit_rate_pct,entries,exits,avg_days_held,stop_loss_exit_count
6,,,-31.522110293922335,-1.0655892619482534,-39.522572900116344,10.530525193281791,210,210,6.0,0
6,,0.0,-15.386164786908285,-1.5700004394433038,-20.480716011636186,5.625166622234071,116,116,6.0,0
6,,0.0005,-13.249180205949763,-2.188865041613322,-18.334729132097753,3.918954945347907,83,83,6.0,0
6,,0.001,-2.937176949187126,-2.1317257740952726,-6.399850683205075,2.2127432684617436,47,47,6.0,0
6,0.1,,-49.06686871670768,-0.9925990995277578,-54.87943167663288,7.011463609704078,249,249,3.8795180722891565,160
6,0.1,0.0,-21.521447292345762,-1.747764841653522,-25.98355358387089,3.46574246867502,125,125,3.768,82
6,0.1,0.0005,-15.673305339042754,-2.3618863330516526,-20.52217400569878,2.372700613169821,90,90,3.7333333333333334,62
6,0.1,0.001,-8.557717508557616,-2.4201617264213398,-11.410678298425267,1.466275659824047,50,50,4.06,31
6,0.2,,-48.949868770753454,-0.9895649683987394,-55.59829273920701,7.837909890695814,243,243,4.2181069958847734,137
6,0.2,0.0,-20.742164501634264,-1.735317454865332,-25.241375668198984,3.6256998133830978,123,123,3.951219512195122,75
6,0.2,0.0005,-15.328743652469756,-2.2954951138085753,-20.713062708135595,2.5059984004265528,89,89,3.9101123595505616,56
6,0.2,0.001,-6.73293864222011,-2.2906210544276013,-10.465871335255763,1.6528925619834711,50,50,4.3,27
6,0.3,,-50.08134741522048,-0.9923345928710802,-56.620031283513796,8.024526792855239,240,240,4.366666666666666,128
6,0.3,0.0,-21.25332486020277,-1.7429429304230926,-25.79215188099257,3.7856571580911753,123,123,4.138211382113822,71
6,0.3,0.0005,-15.711038972266744,-2.3050814037449303,-21.084064992739318,2.6392961876832843,89,89,4.123595505617978,53
6,0.3,0.001,-7.080143034118114,-2.300962350572298,-10.738354172437525,1.7062116768861637,50,50,4.46,26
6,0.4,,-51.717200493392504,-0.9670156814724543,-58.181545581049875,8.37110103972274,236,236,4.5423728813559325,115
6,0.4,0.0,-21.669957153622267,-1.7490839483943668,-26.09406576330556,3.998933617701946,123,123,4.357723577235772,67
6,0.4,0.0005,-15.839598420685242,-2.2996686991314337,-21.021771409603573,2.7459344174886695,89,89,4.325842696629214,50
6,0.4,0.001,-7.534022467457612,-2.31297189401941,-10.81978493319482,1.7062116768861637,50,50,4.58,26
7,,,-10.394890622672015,-1.032909471808619,-22.955364343337603,12.743268461743535,212,212,7.0,0
7,,0.0,-12.507764560008505,-1.7236459957266719,-17.87915070168971,6.318315115969075,109,109,7.0,0
7,,0.0005,-8.002659935439993,-2.3107718741224366,-13.410944922613554,4.505465209277526,78,78,7.0,0
7,,0.001,-2.409974155243866,-2.090569245483863,-6.1249305130515745,2.3993601706211676,44,44,7.0,0
7,0.1,,-32.59471788589491,-0.9782923529490415,-39.428929448387876,8.024526792855239,243,243,4.316872427983539,159
7,0.1,0.0,-23.53785137629626,-1.8997738364656924,-27.524191578216545,3.7856571580911753,123,123,4.1138211382113825,83
7,0.1,0.0005,-16.69612969499076,-2.3806854460008977,-21.113136995923693,2.5059984004265528,89,89,4.01123595505618,63
7,0.1,0.001,-8.997704399516104,-2.3907634639375943,-11.699445629398031,1.4929352172753934,48,48,4.333333333333333,31
7,0.2,,-29.561871597045464,-0.9618708930960335,-37.31252503496651,9.357504665422555,234,234,4.829059829059829,127
7,0.2,0.0,-21.83005882002376,-1.8642826127404308,-25.944917810500623,4.078912290055985,120,120,4.391666666666667,73
7,0.2,0.0005,-15.647980631569258,-2.2987127853912437,-20.696886771946332,2.719274860037323,87,87,4.275862068965517,55
7,0.2,0.001,-6.535089336542621,-2.2509247727569917,-10.224805879517747,1.7062116768861637,47,47,4.723404255319149,26
7,0.3,,-30.717140009544476,-0.9687305190487031,-38.33354192326656,9.59744068248467,233,233,4.9957081545064375,119
7,0.3,0.0,-22.740062609081768,-1.8819945478075992,-26.878339525736628,4.18555051986137,117,117,4.6239316239316235,68
7,0.3,0.0005,-16.553920812584245,-2.3198979066734777,-21.568145438596854,2.879232204745401,87,87,4.528735632183908,53
7,0.3,0.001,-6.882864710086611,-2.2612297357619275,-10.498276864245645,1.7595307917888565,47,47,4.914893617021277,25
7,0.4,,-34.42726663226998,-0.966450446623106,-41.89190881697292,9.997334044254865,230,230,5.239130434782608,110
7,0.4,0.0,-22.044984601339756,-1.861168589027108,-26.629672053455018,4.425486536923487,116,116,4.896551724137931,64
7,0.4,0.0005,-15.838515269765253,-2.289076738686951,-21.30525447328792,3.0125299920021327,86,86,4.755813953488372,50
7,0.4,0.001,-7.3367441434261105,-2.273101974948373,-10.667019675729168,1.7595307917888565,47,47,5.042553191489362,25
8,,,-11.831068847481784,-1.262969071374633,-20.254799143442323,13.623033857637964,191,191,8.0,0
8,,0.0,-15.72221641271775,-1.9154083625446712,-20.770891714568215,7.064782724606772,101,101,8.0,0
8,,0.0005,-6.906312876656262,-2.7873733998155306,-12.509378224254371,5.225273260463877,74,74,8.0,0
